anomaly_score_iso,is_anomaly_iso,anomaly_score_lof,is_anomaly_lof,is_anomaly_consensus
0.026208889578926087,False,-1.0611094160981112,False,False
0.10702328207681339,False,-0.9970193723510379,False,False
-0.005396820536896718,True,-1.2386923437141466,False,True
0.1361540192120469,False,-1.0910362458023088,False,False
0.11019727310830779,False,-0.9858675687478637,False,False
0.11162788807779533,False,-0.9769099917961069,False,False
0.0286126573620486,False,-1.0228472858964033,False,False
0.0865293481266301,False,-1.2128171000563743,False,False
0.13031156471057298,False,-1.0717596704514456,False,False
-0.005689837292737865,True,-0.9773305663415849,False,True
0.04817972462105308,False,-1.2749516638916882,False,False
0.1466636301165184,False,-1.0928129673307312,False,False
0.10722631816835299,False,-0.965100229434678,False,False
0.07892389037493552,False,-0.9985207268882335,False,False
0.14462965755398977,False,-1.0954298713007238,False,False
0.04228889742824943,False,-1.3237365202563438,False,False
0.13994120557153866,False,-1.0356761015185563,False,False
0.1444108312567986,False,-1.0078262537390577,False,False
0.04986813290930203,False,-1.0057478623674263,False,False
0.03218425807640035,False,-1.310273395141997,False,False
0.1542330757784416,False,-0.9949802167074855,False,False
0.08447364414202801,False,-0.9582488197558587,False,False
0.129121442175462,False,-1.4093667756898962,False,False
0.06729103372658024,False,-1.1418305785435263,False,False
0.06936753711914662,False,-1.0008758605089485,False,False
0.017234792375778962,False,-1.4366143985060216,False,False
0.07643242801546984,False,-1.0548887882425633,False,False
0.0865877320830391,False,-1.068307360033329,False,False
0.07992870350195425,False,-1.017220719142745,False,False
0.009373672269177624,False,-0.9836533590734307,False,False
0.0491653548953816,False,-0.9946819650830339,False,False
0.03845813348534327,False,-1.3215368907317604,False,False
0.02165218705150329,False,-3.556516918514569,True,True
0.08307326174231372,False,-0.9787220537046762,False,False
0.053007749322886155,False,-1.3662055567057847,False,False
0.030171627674410173,False,-1.0120292378979152,False,False
0.07907283532293691,False,-0.9610688981616239,False,False
0.1538443469536851,False,-0.9727490249975709,False,False
0.07623756523359893,False,-0.9745485793296812,False,False
0.07601418555894618,False,-1.0602031089468658,False,False
0.06277917585493992,False,-1.259215550679215,False,False
0.08690596329056366,False,-0.9600577369559538,False,False
0.02790100898182113,False,-1.1099570166936323,False,False
0.042164521414704115,False,-1.384693225887339,False,False
0.06453470015223806,False,-0.9601585480790306,False,False
0.07970422815574102,False,-1.4688224677876103,True,True
-0.010012220738839117,True,-1.6104955112795047,True,True
0.1474042044270914,False,-1.0440450769105327,False,False
0.07572875405295987,False,-1.1086662644431216,False,False
0.14525340021936517,False,-1.0157778337382322,False,False
0.04842919677094071,False,-1.0011483098204503,False,False
0.04330901670827664,False,-0.9727379853828252,False,False
0.056852447153341534,False,-1.1260822029530413,False,False
0.15443641498002342,False,-1.0207627991379213,False,False
0.11135337108069066,False,-0.9808345010769788,False,False
0.028037433603503248,False,-1.2965639521148145,False,False
0.14534796255678306,False,-1.1045821809682759,False,False
0.1428533181801398,False,-0.9948179974208902,False,False
0.03161895747462257,False,-0.986096175063742,False,False
0.057710446744584754,False,-1.082198505980125,False,False
-0.0001302390852210289,True,-0.9972985718173673,False,True
0.013526244409499566,False,-1.0762629575439506,False,False
0.08470003049696795,False,-0.9830851734079487,False,False
0.05865345558970608,False,-0.9922029864659727,False,False
0.06412480152214273,False,-1.000393839526846,False,False
0.011609602736915359,False,-1.0788695266813149,False,False
0.07665335442732019,False,-1.0102177840325202,False,False
0.07945736301603051,False,-1.0008330236791545,False,False
0.023160702817183576,False,-1.0250093881875542,False,False
0.07837216768407601,False,-0.9892466751958369,False,False
0.15424406036144228,False,-1.015311738078346,False,False
0.1496466451010237,False,-0.9685457328708251,False,False
0.08062747425935501,False,-1.3078467921165344,False,False
0.06213839385380787,False,-0.9764068514281707,False,False
0.0842702341799994,False,-0.9530666168057176,False,False
0.08250323210322474,False,-1.0081885503244101,False,False
0.027634871033931918,False,-0.9966985097419292,False,False
0.031017746362906162,False,-0.9895505793945004,False,False
0.14704367512211763,False,-1.0109674160554944,False,False
0.020417724083531485,False,-1.0769016073757656,False,False
0.13065688187111119,False,-0.9899348214203755,False,False
0.06179851126598834,False,-1.0009675116242047,False,False
0.14775457542586778,False,-1.0169052340888756,False,False
0.04863277071265376,False,-1.3588640125066997,False,False
0.1425494724584821,False,-0.9941243245872033,False,False
0.14520876988190468,False,-1.1337178613536048,False,False
0.029286045343355382,False,-0.9688027067170344,False,False
0.10983851908171594,False,-0.99263804787907,False,False
0.1471785706721614,False,-0.9955213340349756,False,False
0.1473846838033146,False,-1.025999815371493,False,False
0.046125062596810484,False,-1.1506654106430272,False,False
0.0855798570113398,False,-1.322867458272828,False,False
0.030578646746825255,False,-0.9623927131848002,False,False
0.07163073087622557,False,-1.058355816331003,False,False
0.06494691997513441,False,-0.9561343052354913,False,False
0.05341507888921532,False,-0.9603062996247014,False,False
0.032265759659236726,False,-1.0262030471722539,False,False
0.13836146429548835,False,-0.9962409500154656,False,False
0.09955586120101811,False,-1.0221075973298437,False,False
0.1276422589209258,False,-1.2005569384822563,False,False
0.09778858761096992,False,-1.0418585677038323,False,False
0.055993398213464884,False,-1.005023000532555,False,False
0.15110306511939853,False,-0.9782568385426842,False,False
-0.0732732819975711,True,-1.3235629885301043,False,True
0.04691319538046995,False,-1.0159154309442713,False,False
0.08242186018117009,False,-0.9962409655526739,False,False
